time_epoch_braclet acc_x acc_y acc_z gyro_x gyro_y gyro_z quat_w quat_x quat_y quat_z rssi-inCollision acc_x-inCollision acc_y-inCollision acc_z-inCollision gyro_x-inCollision gyro_y-inCollision gyro_z-inCollision quat_w-inCollision quat_x-inCollision quat_y-inCollision quat_z-inCollision bracelets-distance
1595876264.312000 -970 89 211 -68 28 -100 -7.380392e-01 -2.304504e-01 -5.987681e-01 2.089677e-01 70 1057 -212 -538 906 -279 1016 -2.991297e-01 7.443758e-01 4.702702e-01 3.677934e-01 2.879935
1595876264.364000 -970 89 211 -68 28 -100 -7.380392e-01 -2.304504e-01 -5.987681e-01 2.089677e-01 80 1013 -136 -489 1333 931 1206 -3.893458e-01 7.333421e-01 4.325589e-01 3.514427e-01 2.826602
1595876264.412000 -949 106 165 60 -157 125 -7.420342e-01 -2.309582e-01 -5.933953e-01 2.095845e-01 72 1013 -136 -489 1333 931 1206 -3.893458e-01 7.333421e-01 4.325589e-01 3.514427e-01 2.807675
1595876264.464000 -949 106 165 60 -157 125 -7.420342e-01 -2.309582e-01 -5.933953e-01 2.095845e-01 68 799 -146 -356 417 824 1035 -4.681434e-01 7.193661e-01 3.791534e-01 3.458279e-01 2.762602
1595876264.512000 -918 94 164 -15 -3 51 -7.445171e-01 -2.351107e-01 -5.897298e-01 2.064848e-01 67 799 -146 -356 417 824 1035 -4.681434e-01 7.193661e-01 3.791534e-01 3.458279e-01 2.731126
1595876264.564000 -918 94 164 -15 -3 51 -7.445171e-01 -2.351107e-01 -5.897298e-01 2.064848e-01 63 814 -225 -272 -187 110 -52 -4.795498e-01 7.252145e-01 3.532079e-01 3.454565e-01 2.705981
1595876264.612000 -942 99 157 31 118 -45 -7.419998e-01 -2.345567e-01 -5.931360e-01 2.064196e-01 62 814 -225 -272 -187 110 -52 -4.795498e-01 7.252145e-01 3.532079e-01 3.454565e-01 2.685050
1595876264.664000 -942 99 157 31 118 -45 -7.419998e-01 -2.345567e-01 -5.931360e-01 2.064196e-01 67 802 -247 -289 -308 -366 -651 -4.558600e-01 7.230041e-01 3.750515e-01 3.588776e-01 2.660567
1595876264.712000 -980 87 182 -3 153 -75 -7.363340e-01 -2.335834e-01 -6.004077e-01 2.067888e-01 71 802 -247 -289 -308 -366 -651 -4.558600e-01 7.230041e-01 3.750515e-01 3.588776e-01 2.632821
1595876264.764000 -980 87 182 -3 153 -75 -7.363340e-01 -2.335834e-01 -6.004077e-01 2.067888e-01 68 908 -244 -382 -681 170 -271 -4.261565e-01 7.267000e-01 3.853231e-01 3.765949e-01 2.610936
1595876264.812000 -986 87 200 -24 20 -31 -7.340464e-01 -2.318651e-01 -6.036794e-01 2.073298e-01 71 908 -244 -382 -681 170 -271 -4.261565e-01 7.267000e-01 3.853231e-01 3.765949e-01 2.588023
1595876264.864000 -986 87 200 -24 20 -31 -7.340464e-01 -2.318651e-01 -6.036794e-01 2.073298e-01 82 1138 -230 -595 -1096 -206 9 -3.891570e-01 7.440125e-01 3.701752e-01 3.974577e-01 2.572271
1595876264.912000 -953 95 182 13 -107 44 -7.369307e-01 -2.313208e-01 -6.001524e-01 2.079446e-01 73 1138 -230 -595 -1096 -206 9 -3.891570e-01 7.440125e-01 3.701752e-01 3.974577e-01 2.553225
1595876264.964000 -953 95 182 13 -107 44 -7.369307e-01 -2.313208e-01 -6.001524e-01 2.079446e-01 69 928 -222 -380 -1325 438 80 -3.424673e-01 7.645243e-01 3.359366e-01 4.305408e-01 2.533260
1595876265.012000 -931 96 160 16 -92 67 -7.412153e-01 -2.328505e-01 -5.944249e-01 2.074597e-01 68 928 -222 -380 -1325 438 80 -3.424673e-01 7.645243e-01 3.359366e-01 4.305408e-01 2.520296
1595876265.064000 -931 96 160 16 -92 67 -7.412153e-01 -2.328505e-01 -5.944249e-01 2.074597e-01 69 699 -182 -346 -1010 616 449 -3.112906e-01 7.761513e-01 2.893782e-01 4.657762e-01 2.500100
1595876265.112000 -926 97 155 12 33 -3 -7.418943e-01 -2.341346e-01 -5.934544e-01 2.063632e-01 67 699 -182 -346 -1010 616 449 -3.112906e-01 7.761513e-01 2.893782e-01 4.657762e-01 2.478376
1595876265.164000 -926 97 155 12 33 -3 -7.418943e-01 -2.341346e-01 -5.934544e-01 2.063632e-01 67 874 -186 -444 -804 581 609 -2.963932e-01 7.860888e-01 2.368215e-01 4.879867e-01 2.465290
1595876265.212000 -969 95 174 17 74 -23 -7.387728e-01 -2.341929e-01 -5.972927e-01 2.064218e-01 66 874 -186 -444 -804 581 609 -2.963932e-01 7.860888e-01 2.368215e-01 4.879867e-01 2.449808
1595876265.266000 -969 95 174 17 74 -23 -7.387728e-01 -2.341929e-01 -5.972927e-01 2.064218e-01 68 733 -171 -272 -652 -275 178 -2.792897e-01 7.949624e-01 1.961009e-01 5.015740e-01 2.436474
1595876265.312000 -972 88 193 -13 7 -17 -7.373577e-01 -2.343725e-01 -5.990536e-01 2.061745e-01 77 850 -182 -369 -815 -275 178 -2.792897e-01 7.949624e-01 1.961009e-01 5.015740e-01 2.426450
1595876265.364000 -972 88 193 -13 7 -17 -7.373577e-01 -2.343725e-01 -5.990536e-01 2.061745e-01 79 850 -182 -369 -815 -493 -471 -2.414001e-01 8.169762e-01 1.964161e-01 4.854859e-01 2.405285
1595876265.412000 -961 100 179 19 -71 9 -7.386489e-01 -2.338261e-01 -5.972302e-01 2.074589e-01 71 850 -182 -369 -815 -493 -471 -2.414001e-01 8.169762e-01 1.964161e-01 4.854859e-01 2.374533
1595876265.464000 -961 100 179 19 -71 9 -7.386489e-01 -2.338261e-01 -5.972302e-01 2.074589e-01 85 938 -220 -295 -790 -826 -869 -1.792592e-01 8.336741e-01 2.149645e-01 4.760713e-01 2.338392
1595876265.512000 -939 100 163 16 -55 31 -7.408523e-01 -2.344995e-01 -5.941223e-01 2.077658e-01 68 938 -220 -295 -790 -826 -869 -1.792592e-01 8.336741e-01 2.149645e-01 4.760713e-01 2.307862
1595876265.566000 -939 100 163 16 -55 31 -7.408523e-01 -2.344995e-01 -5.941223e-01 2.077658e-01 74 983 -244 -384 -208 -688 -913 -1.249418e-01 8.474314e-01 2.534237e-01 4.494731e-01 2.253512
1595876265.612000 -931 95 156 1 -4 13 -7.416491e-01 -2.346226e-01 -5.932704e-01 2.072174e-01 76 1135 -242 -580 93 -1 -913 -1.249418e-01 8.474314e-01 2.534237e-01 4.494731e-01 2.217532
1595876265.664000 -931 95 156 1 -4 13 -7.416491e-01 -2.346226e-01 -5.932704e-01 2.072174e-01 76 1135 -242 -580 93 -1 -302 -1.087043e-01 8.424738e-01 2.874164e-01 4.425078e-01 2.155458
1595876265.712000 -942 94 160 -4 108 -8 -7.400487e-01 -2.353507e-01 -5.952128e-01 2.065423e-01 72 1135 -242 -580 93 -1 -302 -1.087043e-01 8.424738e-01 2.874164e-01 4.425078e-01 2.072176
1595876265.764000 -942 94 160 -4 108 -8 -7.400487e-01 -2.353507e-01 -5.952128e-01 2.065423e-01 72 947 -220 -417 806 784 798 -1.420279e-01 8.317206e-01 2.828961e-01 4.561127e-01 1.978020
1595876265.864000 -989 88 191 -29 103 -46 -7.361049e-01 -2.351141e-01 -6.002368e-01 2.063657e-01 68 974 -216 -556 1844 546 1160 -2.381040e-01 8.179524e-01 2.619083e-01 4.535024e-01 1.852854
1595876265.912000 -972 97 196 7 -24 -56 -7.354693e-01 -2.316881e-01 -6.018641e-01 2.077624e-01 64 974 -216 -556 1844 546 1160 -2.381040e-01 8.179524e-01 2.619083e-01 4.535024e-01 1.781065
1595876265.964000 -972 97 196 7 -24 -56 -7.354693e-01 -2.316881e-01 -6.018641e-01 2.077624e-01 70 896 -165 -474 2161 1323 594 -3.667521e-01 7.682324e-01 2.641543e-01 4.533590e-01 1.686400
1595876266.012000 -942 107 166 37 -115 41 -7.381660e-01 -2.312033e-01 -5.982722e-01 2.091084e-01 66 896 -165 -474 2161 1323 594 -3.667521e-01 7.682324e-01 2.641543e-01 4.533590e-01 1.650023
1595876266.064000 -942 107 166 37 -115 41 -7.381660e-01 -2.312033e-01 -5.982722e-01 2.091084e-01 64 707 -117 -389 1019 324 630 -4.558145e-01 7.219911e-01 2.675194e-01 4.465371e-01 1.577821
1595876266.112000 -921 117 126 70 -49 119 -7.408975e-01 -2.353489e-01 -5.935603e-01 2.082496e-01 65 707 -117 -389 1019 324 630 -4.558145e-01 7.219911e-01 2.675194e-01 4.465371e-01 1.543697
1595876266.164000 -921 117 126 70 -49 119 -7.408975e-01 -2.353489e-01 -5.935603e-01 2.082496e-01 66 741 -143 -366 297 147 256 -4.764519e-01 7.148000e-01 2.772894e-01 4.303082e-01 1.516893
1595876266.212000 -942 104 155 -56 132 61 -7.384038e-01 -2.420046e-01 -5.958256e-01 2.029420e-01 64 741 -143 -366 297 147 256 -4.764519e-01 7.148000e-01 2.772894e-01 4.303082e-01 1.485790
1595876266.264000 -942 104 155 -56 132 61 -7.384038e-01 -2.420046e-01 -5.958256e-01 2.029420e-01 65 855 -158 -377 -524 -315 -191 -4.585554e-01 7.265598e-01 2.839955e-01 4.256576e-01 1.469555
1595876266.312000 -958 97 194 1 133 -61 -7.345529e-01 -2.394392e-01 -6.024127e-01 2.004991e-01 66 855 -158 -377 -524 -315 -191 -4.585554e-01 7.265598e-01 2.839955e-01 4.256576e-01 1.460272
1595876266.364000 -958 97 194 1 133 -61 -7.345529e-01 -2.394392e-01 -6.024127e-01 2.004991e-01 68 1058 -172 -555 -899 -1155 -861 -4.126679e-01 7.467818e-01 3.124459e-01 4.176119e-01 1.454615
1595876266.412000 -988 95 168 -5 10 90 -7.331145e-01 -2.402413e-01 -6.042655e-01 1.992245e-01 68 1058 -172 -555 -899 -1155 -861 -4.126679e-01 7.467818e-01 3.124459e-01 4.176119e-01 1.453003
1595876266.467000 -988 95 168 -5 10 90 -7.331145e-01 -2.402413e-01 -6.042655e-01 1.992245e-01 69 1050 -192 -445 -1758 -562 -1172 -3.215212e-01 7.684040e-01 3.491081e-01 4.293053e-01 1.447376
1595876266.512000 -931 93 165 -3 -12 -16 -7.344958e-01 -2.412105e-01 -6.028432e-01 1.972653e-01 70 821 -223 -380 -1799 -450 -594 -2.162074e-01 8.000847e-01 3.530421e-01 4.341430e-01 1.443378
1595876266.564000 -931 93 165 -3 -12 -16 -7.344958e-01 -2.412105e-01 -6.028432e-01 1.972653e-01 72 821 -223 -380 -1799 -450 -594 -2.138028e-01 7.911864e-01 3.514960e-01 4.525076e-01 1.432979
1595876266.612000 -954 119 141 14 -3 -36 -7.343081e-01 -2.399273e-01 -6.030226e-01 1.989730e-01 69 821 -223 -380 -1799 -450 -594 -2.138028e-01 7.911864e-01 3.514960e-01 4.525076e-01 1.420419
1595876266.664000 -954 119 141 14 -3 -36 -7.343081e-01 -2.399273e-01 -6.030226e-01 1.989730e-01 66 974 -214 -516 -853 193 300 -1.498430e-01 8.085420e-01 3.285560e-01 4.646050e-01 1.396390
1595876266.712000 -945 129 126 71 11 43 -7.332130e-01 -2.439567e-01 -6.023540e-01 2.001336e-01 73 974 -214 -516 -853 193 300 -1.498430e-01 8.085420e-01 3.285560e-01 4.646050e-01 1.371633
1595876266.764000 -945 129 126 71 11 43 -7.332130e-01 -2.439567e-01 -6.023540e-01 2.001336e-01 75 786 -174 -287 -733 3 1032 -1.441634e-01 8.185940e-01 2.786222e-01 4.811345e-01 1.338077
1595876266.812000 -960 123 152 25 71 -6 -7.309777e-01 -2.462228e-01 -6.042651e-01 1.997737e-01 70 786 -174 -287 -733 3 1032 -1.441634e-01 8.185940e-01 2.786222e-01 4.811345e-01 1.306158
1595876266.864000 -960 115 165 -14 33 6 -7.296707e-01 -2.463974e-01 -6.060753e-01 1.988513e-01 0 0 0 0 0 0 0 0 0 0 0 1.273000
1595876266.912000 -960 115 165 -14 33 6 -7.296707e-01 -2.463974e-01 -6.060753e-01 1.988513e-01 76 877 -236 -334 -360 -121 590 -1.412347e-01 8.380088e-01 2.327260e-01 4.728982e-01 1.236583
1595876266.964000 -960 115 165 -14 33 6 -7.296707e-01 -2.463974e-01 -6.060753e-01 1.988513e-01 72 937 -206 -312 590 -127 -205 -1.611931e-01 8.351399e-01 2.381580e-01 4.688698e-01 1.174632
1595876267.012000 -959 121 161 -28 -22 -2 -7.306515e-01 -2.454223e-01 -6.054685e-01 1.983031e-01 74 937 -206 -312 590 -127 -205 -1.611931e-01 8.351399e-01 2.381580e-01 4.688698e-01 1.132260
1595876267.064000 -959 121 161 -28 -22 -2 -7.306515e-01 -2.454223e-01 -6.054685e-01 1.983031e-01 69 891 -173 -394 715 196 -346 -1.971448e-01 8.195240e-01 2.750261e-01 4.624662e-01 1.085446
1595876267.112000 -949 123 142 -20 -40 26 -7.322905e-01 -2.448089e-01 -6.039352e-01 1.976904e-01 67 891 -173 -394 715 196 -346 -1.971448e-01 8.195240e-01 2.750261e-01 4.624662e-01 1.033970
1595876267.164000 -949 123 142 -20 -40 26 -7.322905e-01 -2.448089e-01 -6.039352e-01 1.976904e-01 71 1099 -225 -563 584 52 -256 -2.217430e-01 8.036582e-01 3.070710e-01 4.589891e-01 0.960655
1595876267.212000 -949 110 139 -34 -14 24 -7.337474e-01 -2.441959e-01 -6.029521e-01 1.960403e-01 71 1099 -225 -563 584 52 -256 -2.217430e-01 8.036582e-01 3.070710e-01 4.589891e-01 0.890429
1595876267.267000 -949 110 139 -34 -14 24 -7.337474e-01 -2.441959e-01 -6.029521e-01 1.960403e-01 69 846 -205 -413 1138 536 10 -2.628816e-01 7.785737e-01 3.370402e-01 4.594781e-01 0.846908
1595876267.312000 -942 108 144 -18 9 4 -7.341854e-01 -2.438943e-01 -6.027778e-01 1.953108e-01 0 0 0 0 0 0 0 0 0 0 0 0.788349
1595876267.367000 -942 108 144 -18 9 4 -7.341854e-01 -2.438943e-01 -6.027778e-01 1.953108e-01 66 925 -224 -567 1240 196 363 -3.337981e-01 7.508473e-01 3.586391e-01 4.429279e-01 0.726302
1595876267.412000 -950 105 143 11 22 -14 -7.337958e-01 -2.435203e-01 -6.032469e-01 1.957928e-01 0 0 0 0 0 0 0 0 0 0 0 0.680580
1595876267.464000 -950 105 143 11 22 -14 -7.337958e-01 -2.435203e-01 -6.032469e-01 1.957928e-01 66 844 -335 -381 1131 757 114 -3.971618e-01 7.168688e-01 3.716487e-01 4.361638e-01 0.633664
1595876267.512000 -945 104 145 29 39 -25 -7.325340e-01 -2.437101e-01 -6.044229e-01 1.966526e-01 62 844 -335 -381 1131 757 114 -3.971618e-01 7.168688e-01 3.716487e-01 4.361638e-01 0.546982
1595876267.564000 -945 104 145 29 39 -25 -7.325340e-01 -2.437101e-01 -6.044229e-01 1.966526e-01 58 813 -298 -395 1300 -69 635 -4.612459e-01 6.875048e-01 3.882474e-01 4.047880e-01 0.515084
1595876267.612000 -958 119 145 26 40 -45 -7.300141e-01 -2.437653e-01 -6.067277e-01 1.988451e-01 58 813 -298 -395 1300 -69 635 -4.612459e-01 6.875048e-01 3.882474e-01 4.047880e-01 0.467348
1595876267.664000 -958 119 145 26 40 -45 -7.300141e-01 -2.437653e-01 -6.067277e-01 1.988451e-01 60 813 -296 -290 852 334 706 -5.241004e-01 6.642348e-01 3.828063e-01 3.709046e-01 0.420859
1595876267.712000 -957 124 144 21 17 4 -7.288066e-01 -2.446241e-01 -6.074711e-01 1.999473e-01 60 813 -296 -290 852 334 706 -5.241004e-01 6.642348e-01 3.828063e-01 3.709046e-01 0.379521
1595876267.764000 -957 124 144 21 17 4 -7.288066e-01 -2.446241e-01 -6.074711e-01 1.999473e-01 57 870 -312 -298 288 32 440 -5.560232e-01 6.582558e-01 3.707839e-01 3.464922e-01 0.353227
1595876267.812000 -955 119 150 -3 18 26 -7.284607e-01 -2.458517e-01 -6.075490e-01 1.994646e-01 55 870 -312 -298 288 32 440 -5.560232e-01 6.582558e-01 3.707839e-01 3.464922e-01 0.325241
1595876267.864000 -955 119 150 -3 18 26 -7.284607e-01 -2.458517e-01 -6.075490e-01 1.994646e-01 55 800 -295 -157 77 -164 133 -5.677354e-01 6.581873e-01 3.612584e-01 3.375773e-01 0.301324
1595876267.912000 -960 113 145 -37 11 22 -7.286508e-01 -2.457930e-01 -6.079821e-01 1.975133e-01 54 800 -295 -157 77 -164 133 -5.677354e-01 6.581873e-01 3.612584e-01 3.375773e-01 0.284760
1595876267.964000 -960 113 145 -37 11 22 -7.286508e-01 -2.457930e-01 -6.079821e-01 1.975133e-01 53 978 -318 -368 -307 -476 -614 -5.514024e-01 6.631599e-01 3.801344e-01 3.341740e-01 0.273844
1595876268.012000 -945 98 150 -96 41 -7 -7.287721e-01 -2.442668e-01 -6.091411e-01 1.953768e-01 54 978 -318 -368 -307 -476 -614 -5.514024e-01 6.631599e-01 3.801344e-01 3.341740e-01 0.264092
1595876268.064000 -945 98 150 -96 41 -7 -7.287721e-01 -2.442668e-01 -6.091411e-01 1.953768e-01 54 884 -212 -257 -69 -81 -501 -5.324098e-01 6.540528e-01 4.108277e-01 3.463746e-01 0.265119
1595876268.112000 -946 103 142 -33 21 -24 -7.281497e-01 -2.428590e-01 -6.107790e-01 1.943360e-01 56 884 -212 -257 -69 -81 -501 -5.324098e-01 6.540528e-01 4.108277e-01 3.463746e-01 0.272647
1595876268.164000 -946 103 142 -33 21 -24 -7.281497e-01 -2.428590e-01 -6.107790e-01 1.943360e-01 57 914 -153 -393 -861 52 88 -5.162865e-01 6.600826e-01 4.196086e-01 3.488092e-01 0.289968
1595876268.212000 -946 122 106 -15 75 -11 -7.265567e-01 -2.421245e-01 -6.132153e-01 1.935409e-01 59 914 -153 -393 -861 52 88 -5.162865e-01 6.600826e-01 4.196086e-01 3.488092e-01 0.300535
1595876268.264000 -946 122 106 -15 75 -11 -7.265567e-01 -2.421245e-01 -6.132153e-01 1.935409e-01 60 922 -192 -328 -1527 -59 2 -4.770466e-01 6.908508e-01 3.926357e-01 3.754850e-01 0.333422
1595876268.312000 -957 145 111 67 -65 -17 -7.244800e-01 -2.448095e-01 -6.143737e-01 1.942729e-01 62 922 -192 -328 -1527 -59 2 -4.770466e-01 6.908508e-01 3.926357e-01 3.754850e-01 0.354987
1595876268.364000 -957 145 111 67 -65 -17 -7.244800e-01 -2.448095e-01 -6.143737e-01 1.942729e-01 61 939 -222 -385 -1491 -140 -512 -4.093079e-01 7.220567e-01 3.817196e-01 4.066833e-01 0.382404
1595876268.412000 -948 121 117 -17 -10 41 -7.250292e-01 -2.455419e-01 -6.133360e-01 1.945781e-01 65 939 -222 -385 -1491 -140 -512 -4.093079e-01 7.220567e-01 3.817196e-01 4.066833e-01 0.414214
1595876268.464000 -960 127 94 48 -56 13 -7.245611e-01 -2.471357e-01 -6.131700e-01 1.948276e-01 0 0 0 0 0 0 0 0 0 0 0 0.443620
1595876268.512000 -960 127 94 48 -56 13 -7.245611e-01 -2.471357e-01 -6.131700e-01 1.948276e-01 66 921 -241 -369 -1160 -163 -530 -3.432684e-01 7.392112e-01 3.794019e-01 4.379358e-01 0.459156
1595876268.564000 -960 127 94 48 -56 13 -7.245611e-01 -2.471357e-01 -6.131700e-01 1.948276e-01 65 893 -238 -351 -504 -143 -155 -3.123155e-01 7.503629e-01 3.709701e-01 4.492168e-01 0.488533
1595876268.612000 -964 161 112 -91 61 33 -7.249296e-01 -2.496390e-01 -6.119512e-01 1.940958e-01 67 893 -238 -351 -504 -143 -155 -3.123155e-01 7.503629e-01 3.709701e-01 4.492168e-01 0.500064
1595876268.664000 -964 161 112 -91 61 33 -7.249296e-01 -2.496390e-01 -6.119512e-01 1.940958e-01 66 930 -240 -338 80 -190 -98 -3.139573e-01 7.545595e-01 3.622349e-01 4.481704e-01 0.519021
1595876268.712000 -961 131 130 11 56 70 -7.238555e-01 -2.485888e-01 -6.151551e-01 1.892644e-01 65 930 -240 -338 80 -190 -98 -3.139573e-01 7.545595e-01 3.622349e-01 4.481704e-01 0.534661
1595876268.764000 -961 131 130 11 56 70 -7.238555e-01 -2.485888e-01 -6.151551e-01 1.892644e-01 66 944 -206 -356 978 -151 -195 -3.361191e-01 7.434048e-01 3.809187e-01 4.350566e-01 0.545392
1595876268.812000 -963 119 125 -10 4 23 -7.239352e-01 -2.487783e-01 -6.162085e-01 1.852410e-01 65 944 -206 -356 978 -151 -195 -3.361191e-01 7.434048e-01 3.809187e-01 4.350566e-01 0.554744
1595876268.864000 -963 119 125 -10 4 23 -7.239352e-01 -2.487783e-01 -6.162085e-01 1.852410e-01 66 895 -146 -431 1122 422 190 -3.839069e-01 7.175214e-01 4.047197e-01 4.171097e-01 0.568685
1595876268.912000 -955 116 126 65 -67 -2 -7.250595e-01 -2.491534e-01 -6.143993e-01 1.863462e-01 64 895 -146 -431 1122 422 190 -3.839069e-01 7.175214e-01 4.047197e-01 4.171097e-01 0.583594
1595876268.964000 -955 116 126 65 -67 -2 -7.250595e-01 -2.491534e-01 -6.143993e-01 1.863462e-01 65 923 -160 -459 599 552 450 -4.264398e-01 7.007845e-01 4.021485e-01 4.066039e-01 0.611732
1595876269.012000 -957 114 131 114 -112 -7 -7.263240e-01 -2.520772e-01 -6.102953e-01 1.909195e-01 70 923 -160 -459 599 552 450 -4.264398e-01 7.007845e-01 4.021485e-01 4.066039e-01 0.622671
1595876269.064000 -957 114 131 114 -112 -7 -7.263240e-01 -2.520772e-01 -6.102953e-01 1.909195e-01 69 830 -151 -439 198 424 411 -4.460403e-01 6.979908e-01 3.914144e-01 4.008137e-01 0.652799
1595876269.112000 -956 112 140 191 -108 7 -7.284626e-01 -2.555570e-01 -6.040106e-01 1.980002e-01 68 830 -151 -439 198 424 411 -4.460403e-01 6.979908e-01 3.914144e-01 4.008137e-01 0.686034
1595876269.164000 -956 112 140 191 -108 7 -7.284626e-01 -2.555570e-01 -6.040106e-01 1.980002e-01 67 767 -157 -395 -360 -46 376 -4.548383e-01 7.025214e-01 3.683507e-01 4.048501e-01 0.739887
1595876269.212000 -954 141 127 86 -85 -112 -7.287538e-01 -2.576273e-01 -6.000317e-01 2.061751e-01 74 767 -157 -395 -360 -46 376 -4.548383e-01 7.025214e-01 3.683507e-01 4.048501e-01 0.774910
1595876269.264000 -954 141 127 86 -85 -112 -7.287538e-01 -2.576273e-01 -6.000317e-01 2.061751e-01 80 818 -173 -479 -1050 31 53 -4.271143e-01 7.244098e-01 3.488080e-01 4.136869e-01 0.820910
1595876269.312000 -943 145 147 -31 -7 -90 -7.287069e-01 -2.561674e-01 -5.992499e-01 2.103905e-01 74 818 -173 -479 -1050 31 53 -4.271143e-01 7.244098e-01 3.488080e-01 4.136869e-01 0.862972
1595876269.364000 -943 145 147 -31 -7 -90 -7.287069e-01 -2.561674e-01 -5.992499e-01 2.103905e-01 77 843 -242 -423 -1485 -235 -340 -3.654178e-01 7.541511e-01 3.272098e-01 4.366459e-01 0.919503
1595876269.412000 -959 130 162 -81 11 -24 -7.290224e-01 -2.533023e-01 -6.002960e-01 2.097832e-01 80 843 -242 -423 -1485 -235 -340 -3.654178e-01 7.541511e-01 3.272098e-01 4.366459e-01 0.956225
1595876269.464000 -959 130 162 -81 11 -24 -7.290224e-01 -2.533023e-01 -6.002960e-01 2.097832e-01 76 912 -248 -478 -602 -630 -548 -3.027990e-01 7.766817e-01 3.306314e-01 4.424491e-01 1.018471
1595876269.512000 -963 122 165 -94 -58 -29 -7.309479e-01 -2.496307e-01 -6.000901e-01 2.080662e-01 72 912 -248 -478 -602 -630 -548 -3.027990e-01 7.766817e-01 3.306314e-01 4.424491e-01 1.044163
1595876269.564000 -963 122 165 -94 -58 -29 -7.309479e-01 -2.496307e-01 -6.000901e-01 2.080662e-01 66 955 -231 -370 -177 -183 -399 -2.692866e-01 7.833847e-01 3.472283e-01 4.395743e-01 1.077209
1595876269.612000 -951 94 170 -221 -53 -63 -7.349220e-01 -2.399284e-01 -6.000347e-01 2.056268e-01 74 955 -231 -370 -177 -183 -399 -2.692866e-01 7.833847e-01 3.472283e-01 4.395743e-01 1.122514
1595876269.664000 -951 94 170 -221 -53 -63 -7.349220e-01 -2.399284e-01 -6.000347e-01 2.056268e-01 67 980 -233 -329 658 -293 -579 -2.634973e-01 7.782233e-01 3.762328e-01 4.282365e-01 1.154317
1595876269.712000 -947 87 148 -81 -133 -53 -7.391565e-01 -2.312077e-01 -5.986496e-01 2.044735e-01 70 980 -233 -329 658 -293 -579 -2.634973e-01 7.782233e-01 3.762328e-01 4.282365e-01 1.170226
1595876269.764000 -947 87 148 -81 -133 -53 -7.391565e-01 -2.312077e-01 -5.986496e-01 2.044735e-01 74 1124 -205 -477 243 -51 -402 -2.693497e-01 7.642257e-01 4.158960e-01 4.128442e-01 1.207591
1595876269.812000 -931 92 148 -65 -53 0 -7.413944e-01 -2.285157e-01 -5.972904e-01 2.033693e-01 70 1124 -205 -477 243 -51 -402 -2.693497e-01 7.642257e-01 4.158960e-01 4.128442e-01 1.223332
1595876269.864000 -931 92 148 -65 -53 0 -7.413944e-01 -2.285157e-01 -5.972904e-01 2.033693e-01 69 819 -212 -263 -22 517 494 -2.825920e-01 7.565287e-01 4.026478e-01 4.309070e-01 1.238878
