time_epoch_braclet acc_x acc_y acc_z gyro_x gyro_y gyro_z quat_w quat_x quat_y quat_z rssi-inCollision acc_x-inCollision acc_y-inCollision acc_z-inCollision gyro_x-inCollision gyro_y-inCollision gyro_z-inCollision quat_w-inCollision quat_x-inCollision quat_y-inCollision quat_z-inCollision bracelets-distance
1595876437.766000 783 -207 -349 804 469 739 -1.571038e-01 7.738001e-01 4.094829e-01 4.570291e-01 0 0 0 0 0 0 0 0 0 0 0 1.937296
1595876437.813000 783 -207 -349 804 469 739 -1.571038e-01 7.738001e-01 4.094829e-01 4.570291e-01 74 -960 134 48 34 -31 -4 -6.708377e-01 -3.414919e-01 -6.026004e-01 2.650148e-01 1.869154
1595876437.866000 1000 -225 -617 1545 539 586 -2.323628e-01 7.681949e-01 4.043002e-01 4.386633e-01 0 0 0 0 0 0 0 0 0 0 0 1.789686
1595876437.913000 1000 -225 -617 1545 539 586 -2.323628e-01 7.681949e-01 4.043002e-01 4.386633e-01 78 -945 141 45 19 -15 -15 -6.711399e-01 -3.413072e-01 -6.015601e-01 2.668446e-01 1.717374
1595876437.966000 743 -143 -424 1584 839 258 -3.262841e-01 7.288599e-01 4.182003e-01 4.329093e-01 0 0 0 0 0 0 0 0 0 0 0 1.647056
1595876438.013000 743 -143 -424 1584 839 258 -3.262841e-01 7.288599e-01 4.182003e-01 4.329093e-01 70 -950 138 38 11 -17 39 -6.719982e-01 -3.417364e-01 -6.002207e-01 2.671513e-01 1.611036
1595876438.066000 729 -162 -409 708 156 421 -3.843325e-01 7.096450e-01 4.235165e-01 4.114928e-01 0 0 0 0 0 0 0 0 0 0 0 1.543671
1595876438.113000 729 -162 -409 708 156 421 -3.843325e-01 7.096450e-01 4.235165e-01 4.114928e-01 66 -933 123 30 -1 -22 70 -6.735883e-01 -3.434470e-01 -5.982704e-01 2.653215e-01 1.464629
1595876438.166000 827 -158 -462 374 -46 -62 -4.091757e-01 7.001275e-01 4.287678e-01 3.981895e-01 0 0 0 0 0 0 0 0 0 0 0 1.411086
1595876438.213000 827 -158 -462 374 -46 -62 -4.091757e-01 7.001275e-01 4.287678e-01 3.981895e-01 65 -955 109 31 -65 43 -8 -6.736460e-01 -3.432622e-01 -5.995492e-01 2.625126e-01 1.381620
1595876438.266000 881 -159 -463 -347 -286 -383 -4.005753e-01 6.968411e-01 4.398210e-01 4.006363e-01 0 0 0 0 0 0 0 0 0 0 0 1.328931
1595876438.366000 1048 -209 -485 -749 -950 -746 -3.501095e-01 7.099849e-01 4.605868e-01 4.015028e-01 0 0 0 0 0 0 0 0 0 0 0 1.273555
1595876438.413000 1048 -209 -485 -749 -950 -746 -3.501095e-01 7.099849e-01 4.605868e-01 4.015028e-01 69 -952 129 40 -29 95 -93 -6.678487e-01 -3.405161e-01 -6.073626e-01 2.629402e-01 1.256353
1595876438.466000 837 -161 -354 -757 -257 -553 -2.896080e-01 7.166044e-01 4.838193e-01 4.105171e-01 0 0 0 0 0 0 0 0 0 0 0 1.227948
1595876438.513000 837 -161 -354 -757 -257 -553 -2.896080e-01 7.166044e-01 4.838193e-01 4.105171e-01 69 -955 149 38 -10 48 8 -6.654465e-01 -3.406270e-01 -6.095399e-01 2.638471e-01 1.212058
1595876438.566000 953 -187 -467 -729 -210 470 -2.529292e-01 7.344956e-01 4.728384e-01 4.158927e-01 0 0 0 0 0 0 0 0 0 0 0 1.194149
1595876438.614000 953 -187 -467 -729 -210 470 -2.529292e-01 7.344956e-01 4.728384e-01 4.158927e-01 73 -963 133 17 89 -31 82 -6.660188e-01 -3.435075e-01 -6.076079e-01 2.631238e-01 1.165288
1595876438.666000 820 -161 -293 -375 71 507 -2.498247e-01 7.494741e-01 4.449602e-01 4.217661e-01 0 0 0 0 0 0 0 0 0 0 0 1.144437
1595876438.713000 820 -161 -293 -375 71 507 -2.498247e-01 7.494741e-01 4.449602e-01 4.217661e-01 73 -944 148 23 268 -46 117 -6.649347e-01 -3.531588e-01 -6.018227e-01 2.663645e-01 1.127940
1595876438.766000 832 -181 -353 -537 -77 49 -2.415143e-01 7.615298e-01 4.257780e-01 4.248014e-01 0 0 0 0 0 0 0 0 0 0 0 1.097841
1595876438.813000 832 -181 -353 -537 -77 49 -2.415143e-01 7.615298e-01 4.257780e-01 4.248014e-01 73 -948 145 22 85 11 6 -6.640091e-01 -3.587688e-01 -5.987618e-01 2.680695e-01 1.076863
1595876438.866000 868 -195 -361 -399 -100 -466 -2.307146e-01 7.593441e-01 4.226716e-01 4.376254e-01 0 0 0 0 0 0 0 0 0 0 0 1.051648
1595876438.914000 868 -195 -361 -399 -100 -466 -2.307146e-01 7.593441e-01 4.226716e-01 4.376254e-01 71 -965 157 8 57 11 6 -6.640091e-01 -3.587688e-01 -5.987618e-01 2.680695e-01 1.017080
1595876438.966000 887 -217 -415 -355 2 -352 -2.125234e-01 7.576259e-01 4.273052e-01 4.452494e-01 0 0 0 0 0 0 0 0 0 0 0 0.987117
1595876439.013000 887 -217 -415 -355 2 -352 -2.125234e-01 7.576259e-01 4.273052e-01 4.452494e-01 80 -965 166 4 55 19 -11 -6.607600e-01 -3.635218e-01 -5.972841e-01 2.729465e-01 0.954228
1595876439.066000 1133 -232 -610 -128 -172 63 -2.090397e-01 7.603553e-01 4.219856e-01 4.473145e-01 0 0 0 0 0 0 0 0 0 0 0 0.917402
1595876439.113000 1133 -232 -610 -128 -172 63 -2.090397e-01 7.603553e-01 4.219856e-01 4.473145e-01 87 -965 155 12 71 33 37 -6.585102e-01 -3.675548e-01 -5.970476e-01 2.734993e-01 0.876560
1595876439.166000 842 -212 -362 523 353 490 -2.292456e-01 7.585367e-01 4.113115e-01 4.504346e-01 0 0 0 0 0 0 0 0 0 0 0 0.826370
1595876439.213000 842 -212 -362 523 353 490 -2.292456e-01 7.585367e-01 4.113115e-01 4.504346e-01 80 -936 160 22 47 53 13 -6.560513e-01 -3.716342e-01 -5.970928e-01 2.737972e-01 0.785710
1595876439.266000 937 -211 -536 1191 122 404 -2.849198e-01 7.514241e-01 4.091907e-01 4.321406e-01 0 0 0 0 0 0 0 0 0 0 0 0.737335
1595876439.313000 937 -211 -536 1191 122 404 -2.849198e-01 7.514241e-01 4.091907e-01 4.321406e-01 73 -947 155 35 -143 81 -92 -6.552849e-01 -3.678653e-01 -6.013899e-01 2.713060e-01 0.674430
1595876439.366000 801 -166 -462 1326 664 -61 -3.507140e-01 7.187622e-01 4.276806e-01 4.212718e-01 0 0 0 0 0 0 0 0 0 0 0 0.620486
1595876439.413000 801 -166 -462 1326 664 -61 -3.507140e-01 7.187622e-01 4.276806e-01 4.212718e-01 74 -965 150 26 -78 3 22 -6.564502e-01 -3.620089e-01 -6.048131e-01 2.687448e-01 0.553260
1595876439.466000 767 -172 -423 808 116 203 -3.962959e-01 6.972562e-01 4.434754e-01 4.001411e-01 0 0 0 0 0 0 0 0 0 0 0 0.512955
1595876439.513000 767 -172 -423 808 116 203 -3.962959e-01 6.972562e-01 4.434754e-01 4.001411e-01 67 -973 158 12 -167 61 -69 -6.591923e-01 -3.571235e-01 -6.064569e-01 2.648366e-01 0.479917
1595876439.566000 836 -179 -435 592 86 -53 -4.219873e-01 6.841883e-01 4.572648e-01 3.804233e-01 0 0 0 0 0 0 0 0 0 0 0 0.427237
1595876439.613000 836 -179 -435 592 86 -53 -4.219873e-01 6.841883e-01 4.572648e-01 3.804233e-01 68 -1007 119 53 -436 -58 -201 -6.618137e-01 -3.376513e-01 -6.185392e-01 2.557410e-01 0.373444
1595876439.666000 880 -191 -406 76 41 -65 -4.304707e-01 6.755820e-01 4.658092e-01 3.759066e-01 0 0 0 0 0 0 0 0 0 0 0 0.330447
1595876439.713000 880 -191 -406 76 41 -65 -4.304707e-01 6.755820e-01 4.658092e-01 3.759066e-01 65 -954 173 7 -311 -104 94 -6.695011e-01 -3.300813e-01 -6.165221e-01 2.504297e-01 0.294636
1595876439.813000 973 -207 -402 -74 -134 65 -4.274256e-01 6.755925e-01 4.719809e-01 3.716399e-01 61 -945 134 4 -218 -97 20 -6.779117e-01 -3.220187e-01 -6.148629e-01 2.422465e-01 0.240888
1595876439.866000 925 -170 -330 614 -140 -23 -4.353519e-01 6.689881e-01 4.893055e-01 3.514309e-01 0 0 0 0 0 0 0 0 0 0 0 0.204435
1595876439.913000 925 -170 -330 614 -140 -23 -4.353519e-01 6.689881e-01 4.893055e-01 3.514309e-01 55 -923 146 -14 -90 -42 96 -6.808529e-01 -3.210476e-01 -6.141409e-01 2.370625e-01 0.185953
1595876439.966000 906 -103 -334 159 143 148 -4.559806e-01 6.554989e-01 5.035257e-01 3.299466e-01 0 0 0 0 0 0 0 0 0 0 0 0.167276
1595876440.013000 906 -103 -334 159 143 148 -4.559806e-01 6.554989e-01 5.035257e-01 3.299466e-01 54 -938 117 6 -131 99 4 -6.804146e-01 -3.173803e-01 -6.193189e-01 2.296735e-01 0.158277
1595876440.066000 894 -160 -256 -197 -59 -205 -4.558823e-01 6.511384e-01 5.041623e-01 3.376544e-01 0 0 0 0 0 0 0 0 0 0 0 0.154966
1595876440.113000 894 -160 -256 -197 -59 -205 -4.558823e-01 6.511384e-01 5.041623e-01 3.376544e-01 55 -971 113 43 -24 77 45 -6.783966e-01 -3.159137e-01 -6.235267e-01 2.262543e-01 0.156504
1595876440.166000 928 -171 -352 -178 -229 -438 -4.411112e-01 6.435084e-01 5.246702e-01 3.406450e-01 0 0 0 0 0 0 0 0 0 0 0 0.161068
1595876440.213000 928 -171 -352 -178 -229 -438 -4.411112e-01 6.435084e-01 5.246702e-01 3.406450e-01 56 -960 111 48 138 -24 63 -6.779781e-01 -3.209227e-01 -6.207272e-01 2.281493e-01 0.167090
1595876440.266000 885 -183 -320 -125 -149 -295 -4.292680e-01 6.345940e-01 5.396826e-01 3.489443e-01 0 0 0 0 0 0 0 0 0 0 0 0.177529
1595876440.313000 885 -183 -320 -125 -149 -295 -4.292680e-01 6.345940e-01 5.396826e-01 3.489443e-01 58 -956 139 30 127 -49 -13 -6.771761e-01 -3.273882e-01 -6.159587e-01 2.341888e-01 0.192530
1595876440.366000 923 -191 -365 141 -24 -194 -4.265760e-01 6.255512e-01 5.533464e-01 3.471690e-01 0 0 0 0 0 0 0 0 0 0 0 0.204180
1595876440.413000 923 -191 -365 141 -24 -194 -4.265760e-01 6.255512e-01 5.533464e-01 3.471690e-01 61 -925 167 25 87 -33 -49 -6.757196e-01 -3.297727e-01 -6.140742e-01 2.399290e-01 0.221505
1595876440.466000 912 -163 -359 282 -2 16 -4.352404e-01 6.157209e-01 5.629866e-01 3.383779e-01 0 0 0 0 0 0 0 0 0 0 0 0.234775
1595876440.566000 894 -152 -410 396 95 77 -4.504435e-01 6.061456e-01 5.682425e-01 3.267852e-01 0 0 0 0 0 0 0 0 0 0 0 0.280678
1595876440.613000 894 -152 -410 396 95 77 -4.504435e-01 6.061456e-01 5.682425e-01 3.267852e-01 61 -958 174 34 61 13 11 -6.724137e-01 -3.294626e-01 -6.166895e-01 2.429161e-01 0.302376
1595876440.665000 860 -147 -399 25 241 7 -4.607506e-01 6.000316e-01 5.701857e-01 3.202488e-01 0 0 0 0 0 0 0 0 0 0 0 0.322269
1595876440.713000 860 -147 -399 25 241 7 -4.607506e-01 6.000316e-01 5.701857e-01 3.202488e-01 65 -936 157 30 57 -48 98 -6.742090e-01 -3.335644e-01 -6.129894e-01 2.417045e-01 0.356092
1595876440.766000 822 -159 -450 -617 26 66 -4.465197e-01 6.103941e-01 5.655957e-01 3.288475e-01 0 0 0 0 0 0 0 0 0 0 0 0.400946
1595876440.813000 822 -159 -450 -617 26 66 -4.465197e-01 6.103941e-01 5.655957e-01 3.288475e-01 64 -972 142 20 87 -21 94 -6.755432e-01 -3.384430e-01 -6.090753e-01 2.410911e-01 0.432303
1595876440.866000 812 -188 -437 -869 -188 28 -4.168016e-01 6.348763e-01 5.522362e-01 3.438659e-01 0 0 0 0 0 0 0 0 0 0 0 0.465093
1595876440.913000 812 -188 -437 -869 -188 28 -4.168016e-01 6.348763e-01 5.522362e-01 3.438659e-01 63 -953 134 37 93 -13 64 -6.751154e-01 -3.441190e-01 -6.059010e-01 2.422505e-01 0.508503
1595876440.966000 858 -185 -536 -1056 -175 58 -3.804354e-01 6.610774e-01 5.361984e-01 3.615754e-01 0 0 0 0 0 0 0 0 0 0 0 0.551865
1595876441.014000 858 -185 -536 -1056 -175 58 -3.804354e-01 6.610774e-01 5.361984e-01 3.615754e-01 70 -952 138 58 23 1 -102 -6.743857e-01 -3.435711e-01 -6.055983e-01 2.457916e-01 0.595805
1595876441.066000 853 -235 -455 -1409 -99 186 -3.322277e-01 6.940586e-01 5.018512e-01 3.950354e-01 0 0 0 0 0 0 0 0 0 0 0 0.641316
1595876441.113000 853 -235 -455 -1409 -99 186 -3.322277e-01 6.940586e-01 5.018512e-01 3.950354e-01 81 -959 151 51 29 -27 -126 -6.731567e-01 -3.399048e-01 -6.066284e-01 2.516480e-01 0.689590
1595876441.166000 863 -210 -480 -858 -75 445 -3.015780e-01 7.278523e-01 4.607595e-01 4.086349e-01 0 0 0 0 0 0 0 0 0 0 0 0.736891
1595876441.213000 863 -210 -480 -858 -75 445 -3.015780e-01 7.278523e-01 4.607595e-01 4.086349e-01 76 -952 177 31 87 -50 -89 -6.722478e-01 -3.394809e-01 -6.052306e-01 2.579371e-01 0.768911
1595876441.266000 997 -242 -380 -95 -81 171 -2.928373e-01 7.508915e-01 4.211901e-01 4.159413e-01 0 0 0 0 0 0 0 0 0 0 0 0.823389
1595876441.313000 997 -242 -380 -95 -81 171 -2.928373e-01 7.508915e-01 4.211901e-01 4.159413e-01 74 -952 177 31 87 -50 -89 -6.722478e-01 -3.394809e-01 -6.052306e-01 2.579371e-01 0.850643
1595876441.366000 1040 -241 -265 1457 260 -943 -3.131180e-01 7.273736e-01 4.515491e-01 4.110818e-01 0 0 0 0 0 0 0 0 0 0 0 0.888986
1595876441.414000 1040 -241 -265 1457 260 -943 -3.131180e-01 7.273736e-01 4.515491e-01 4.110818e-01 65 -947 161 13 88 -6 81 -6.715091e-01 -3.473512e-01 -6.000979e-01 2.613526e-01 0.911770
1595876441.513000 1076 -273 -372 85 472 58 -3.400938e-01 6.995971e-01 4.807212e-01 4.047311e-01 73 -937 150 27 71 17 71 -6.712199e-01 -3.524256e-01 -5.978539e-01 2.604433e-01 0.972453
1595876441.566000 828 -334 -214 -123 656 995 -3.571205e-01 7.099074e-01 4.317062e-01 4.267623e-01 0 0 0 0 0 0 0 0 0 0 0 0.991690
1595876441.613000 828 -334 -214 -123 656 995 -3.571205e-01 7.099074e-01 4.317062e-01 4.267623e-01 75 -950 146 21 11 46 -21 -6.697435e-01 -3.536402e-01 -5.988202e-01 2.603778e-01 1.011526
1595876441.666000 755 -306 -188 1012 -153 701 -3.984990e-01 7.171640e-01 3.987432e-01 4.097295e-01 0 0 0 0 0 0 0 0 0 0 0 1.027232
1595876441.713000 755 -306 -188 1012 -153 701 -3.984990e-01 7.171640e-01 3.987432e-01 4.097295e-01 70 -953 147 27 47 49 -13 -6.675137e-01 -3.535619e-01 -6.011712e-01 2.607923e-01 1.035390
1595876441.766000 853 -240 -325 1139 -133 124 -4.445683e-01 7.047543e-01 4.087416e-01 3.723046e-01 0 0 0 0 0 0 0 0 0 0 0 1.053782
1595876441.814000 853 -240 -325 1139 -133 124 -4.445683e-01 7.047543e-01 4.087416e-01 3.723046e-01 63 -957 160 32 66 36 6 -6.649303e-01 -3.570018e-01 -6.013304e-01 2.623343e-01 1.065151
1595876441.866000 880 -216 -318 930 -395 -150 -4.697829e-01 6.845635e-01 4.347491e-01 3.488124e-01 0 0 0 0 0 0 0 0 0 0 0 1.088881
1595876441.913000 880 -216 -318 930 -395 -150 -4.697829e-01 6.845635e-01 4.347491e-01 3.488124e-01 61 -963 155 40 65 7 9 -6.639682e-01 -3.588077e-01 -6.007390e-01 2.636587e-01 1.109544
1595876441.966000 992 -162 -452 1046 -425 -222 -4.917699e-01 6.608406e-01 4.719331e-01 3.142152e-01 0 0 0 0 0 0 0 0 0 0 0 1.130913
1595876442.013000 992 -162 -452 1046 -425 -222 -4.917699e-01 6.608406e-01 4.719331e-01 3.142152e-01 63 -946 151 28 50 -42 14 -6.639263e-01 -3.616256e-01 -5.982538e-01 2.655583e-01 1.160834
1595876442.066000 889 -102 -330 605 -253 -218 -5.116378e-01 6.369991e-01 4.972341e-01 2.919198e-01 0 0 0 0 0 0 0 0 0 0 0 1.204396
1595876442.113000 889 -102 -330 605 -253 -218 -5.116378e-01 6.369991e-01 4.972341e-01 2.919198e-01 58 -945 164 19 71 -57 40 -6.641201e-01 -3.644115e-01 -5.952665e-01 2.679676e-01 1.234456
1595876442.166000 897 -118 -470 -846 1 -285 -4.980607e-01 6.372858e-01 5.087422e-01 2.949301e-01 0 0 0 0 0 0 0 0 0 0 0 1.304187
1595876442.213000 897 -118 -470 -846 1 -285 -4.980607e-01 6.372858e-01 5.087422e-01 2.949301e-01 66 -952 163 5 106 -34 78 -6.646166e-01 -3.687838e-01 -5.913604e-01 2.693996e-01 1.359423
1595876442.266000 965 -220 -454 -1995 -217 -425 -4.367635e-01 6.721129e-01 4.872391e-01 3.465544e-01 0 0 0 0 0 0 0 0 0 0 0 1.451199
1595876442.314000 965 -220 -454 -1995 -217 -425 -4.367635e-01 6.721129e-01 4.872391e-01 3.465544e-01 63 -949 160 16 82 9 34 -6.646166e-01 -3.687838e-01 -5.913604e-01 2.693996e-01 1.508438
1595876442.366000 827 -245 -425 -1626 -328 -1046 -3.427054e-01 6.978007e-01 4.836327e-01 4.021524e-01 0 0 0 0 0 0 0 0 0 0 0 1.593499
1595876442.414000 827 -245 -425 -1626 -328 -1046 -3.427054e-01 6.978007e-01 4.836327e-01 4.021524e-01 70 -953 168 33 39 37 -13 -6.614830e-01 -3.756276e-01 -5.896530e-01 2.713917e-01 1.662122
1595876442.466000 886 -218 -538 -1525 73 -274 -2.687982e-01 7.061750e-01 4.791858e-01 4.465931e-01 0 0 0 0 0 0 0 0 0 0 0 1.706530
1595876442.513000 886 -218 -538 -1525 73 -274 -2.687982e-01 7.061750e-01 4.791858e-01 4.465931e-01 76 -968 155 49 48 -14 -12 -6.607563e-01 -3.754214e-01 -5.897125e-01 2.733112e-01 1.780118
1595876442.566000 762 -216 -464 -1445 392 804 -2.275366e-01 7.255170e-01 4.193680e-01 4.959663e-01 0 0 0 0 0 0 0 0 0 0 0 1.871036
1595876442.613000 762 -216 -464 -1445 392 804 -2.275366e-01 7.255170e-01 4.193680e-01 4.959663e-01 73 -926 166 34 15 -63 -67 -6.614344e-01 -3.742921e-01 -5.881994e-01 2.764623e-01 1.925599
1595876442.666000 923 -218 -502 -1122 -151 1274 -2.051374e-01 7.658015e-01 3.357515e-01 5.086626e-01 0 0 0 0 0 0 0 0 0 0 0 1.978578
1595876442.714000 923 -218 -502 -1122 -151 1274 -2.051374e-01 7.658015e-01 3.357515e-01 5.086626e-01 78 -943 185 34 -65 -2 -94 -6.616176e-01 -3.700542e-01 -5.900848e-01 2.777085e-01 2.019524
1595876442.766000 994 -287 -331 -139 -374 345 -1.913472e-01 7.987754e-01 2.756987e-01 4.993338e-01 0 0 0 0 0 0 0 0 0 0 0 2.077746
1595876442.813000 994 -287 -331 -139 -374 345 -1.913472e-01 7.987754e-01 2.756987e-01 4.993338e-01 82 -999 172 35 -144 -4 -52 -6.635184e-01 -3.633452e-01 -5.930833e-01 2.756370e-01 2.111540
1595876442.866000 1138 -265 -294 1618 -889 -1387 -1.987305e-01 7.952272e-01 3.281861e-01 4.694825e-01 0 0 0 0 0 0 0 0 0 0 0 2.150054
1595876442.914000 1138 -265 -294 1618 -889 -1387 -1.987305e-01 7.952272e-01 3.281861e-01 4.694825e-01 79 -924 165 40 -14 -120 134 -6.676585e-01 -3.629733e-01 -5.899003e-01 2.729471e-01 2.175571
1595876442.966000 975 -143 -320 677 302 -537 -2.183172e-01 7.683520e-01 4.047749e-01 4.451181e-01 0 0 0 0 0 0 0 0 0 0 0 2.217692
1595876443.013000 975 -143 -320 677 302 -537 -2.183172e-01 7.683520e-01 4.047749e-01 4.451181e-01 80 -897 163 28 42 -69 122 -6.719297e-01 -3.658413e-01 -5.844061e-01 2.704442e-01 2.235735
1595876443.066000 771 -204 -245 47 184 660 -2.443239e-01 7.622686e-01 3.927615e-01 4.527591e-01 0 0 0 0 0 0 0 0 0 0 0 2.261483
1595876443.114000 771 -204 -245 47 184 660 -2.443239e-01 7.622686e-01 3.927615e-01 4.527591e-01 86 -976 156 7 -18 -11 64 -6.746186e-01 -3.671249e-01 -5.818456e-01 2.675159e-01 2.273645
1595876443.166000 854 -271 -348 714 533 271 -2.703305e-01 7.668621e-01 3.701861e-01 4.492284e-01 0 0 0 0 0 0 0 0 0 0 0 2.292143
1595876443.213000 854 -271 -348 714 533 271 -2.703305e-01 7.668621e-01 3.701861e-01 4.492284e-01 83 -962 143 29 33 44 94 -6.735711e-01 -3.704153e-01 -5.818981e-01 2.654979e-01 2.315061
1595876443.266000 874 -216 -395 1447 -169 -49 -3.198795e-01 7.484606e-01 3.911062e-01 4.295577e-01 0 0 0 0 0 0 0 0 0 0 0 2.322438
1595876443.366000 910 -163 -480 1382 67 254 -3.764127e-01 7.256641e-01 4.155982e-01 3.987521e-01 0 0 0 0 0 0 0 0 0 0 0 2.344012
1595876443.413000 910 -163 -480 1382 67 254 -3.764127e-01 7.256641e-01 4.155982e-01 3.987521e-01 70 -953 166 55 39 8 -212 -6.680261e-01 -3.625468e-01 -5.900846e-01 2.722153e-01 2.356054
1595876443.466000 955 -165 -478 941 165 435 -4.253588e-01 7.132648e-01 4.195604e-01 3.664592e-01 0 0 0 0 0 0 0 0 0 0 0 2.379664
1595876443.513000 955 -165 -478 941 165 435 -4.253588e-01 7.132648e-01 4.195604e-01 3.664592e-01 69 -984 171 40 102 -8 -46 -6.642895e-01 -3.612578e-01 -5.923309e-01 2.781300e-01 2.394008
1595876443.566000 811 -134 -450 276 -162 195 -4.561097e-01 7.061675e-01 4.153998e-01 3.474686e-01 0 0 0 0 0 0 0 0 0 0 0 2.430589
1595876443.613000 811 -134 -450 276 -162 195 -4.561097e-01 7.061675e-01 4.153998e-01 3.474686e-01 64 -928 155 21 82 -23 -56 -6.644158e-01 -3.618094e-01 -5.903206e-01 2.813666e-01 2.466144
1595876443.666000 821 -172 -434 -809 81 -633 -4.337243e-01 7.140642e-01 4.180990e-01 3.566354e-01 0 0 0 0 0 0 0 0 0 0 0 2.518979
1595876443.713000 821 -172 -434 -809 81 -633 -4.337243e-01 7.140642e-01 4.180990e-01 3.566354e-01 67 -944 184 22 63 75 -87 -6.604160e-01 -3.645105e-01 -5.913836e-01 2.850409e-01 2.562027
1595876443.813000 865 -221 -403 -1282 -958 -1069 -3.576140e-01 7.314028e-01 4.351917e-01 3.844091e-01 66 -959 168 23 75 37 38 -6.581966e-01 -3.680994e-01 -5.916689e-01 2.849703e-01 2.688275
1595876443.866000 920 -200 -530 -1223 -452 -767 -2.752030e-01 7.579738e-01 4.432341e-01 3.915131e-01 69 -959 168 23 75 37 38 -6.581966e-01 -3.680994e-01 -5.916689e-01 2.849703e-01 2.734809
1595876443.914000 920 -200 -530 -1223 -452 -767 -2.701994e-01 7.441928e-01 4.550727e-01 4.075269e-01 74 -955 155 47 80 53 65 -6.560084e-01 -3.740859e-01 -5.905175e-01 2.846081e-01 2.813323
1595876443.966000 828 -201 -460 -1343 452 587 -2.239600e-01 7.533089e-01 4.606472e-01 4.125189e-01 75 -955 155 47 80 53 65 -6.560084e-01 -3.740859e-01 -5.905175e-01 2.846081e-01 2.859960
1595876444.013000 828 -201 -460 -1343 452 587 -2.212541e-01 7.598934e-01 4.179109e-01 4.460483e-01 0 0 0 0 0 0 0 0 0 0 0 2.896023
1595876444.066000 892 -242 -512 -1023 452 587 -2.212541e-01 7.598934e-01 4.179109e-01 4.460483e-01 81 -961 137 47 103 -27 63 -6.558288e-01 -3.779942e-01 -5.879570e-01 2.851589e-01 2.950299
1595876444.113000 892 -242 -512 -1023 213 974 -1.996422e-01 7.875825e-01 3.411800e-01 4.727082e-01 79 -964 137 26 86 -84 56 -6.566337e-01 -3.816630e-01 -5.833896e-01 2.877884e-01 2.989138
1595876444.166000 859 -239 -366 -28 213 974 -1.996422e-01 7.875825e-01 3.411800e-01 4.727082e-01 78 -964 137 26 86 -84 56 -6.566337e-01 -3.816630e-01 -5.833896e-01 2.877884e-01 3.020129
1595876444.213000 859 -239 -366 -28 315 168 -1.953766e-01 7.957278e-01 2.973679e-01 4.901200e-01 78 -946 133 22 132 -86 55 -6.572288e-01 -3.856214e-01 -5.783101e-01 2.913828e-01 3.061392
1595876444.266000 1015 -214 -366 -28 315 168 -1.953766e-01 7.957278e-01 2.973679e-01 4.901200e-01 72 -946 133 22 132 -86 55 -6.572288e-01 -3.856214e-01 -5.783101e-01 2.913828e-01 3.085737
1595876444.313000 1015 -214 -335 1126 -287 -498 -2.122155e-01 7.919782e-01 3.264713e-01 4.702676e-01 0 0 0 0 0 0 0 0 0 0 0 3.106770
1595876444.366000 1000 -214 -335 1126 -287 -498 -2.122155e-01 7.919782e-01 3.264713e-01 4.702676e-01 74 -946 133 22 132 -86 55 -6.572288e-01 -3.856214e-01 -5.783101e-01 2.913828e-01 3.131397
1595876444.414000 1000 -135 -293 459 -52 -267 -2.316288e-01 7.758192e-01 3.640753e-01 4.603279e-01 77 -957 173 38 82 12 -112 -6.524579e-01 -3.910475e-01 -5.739676e-01 3.032190e-01 3.149926
1595876444.513000 825 -159 -223 331 -34 326 -2.486596e-01 7.721631e-01 3.629185e-01 4.585005e-01 81 -955 192 48 66 -18 -41 -6.499498e-01 -3.906168e-01 -5.745729e-01 3.079769e-01 3.173165
1595876444.666000 843 -183 -348 373 -214 56 -2.816078e-01 7.679215e-01 3.682752e-01 4.420034e-01 0 0 0 0 0 0 0 0 0 0 0 3.199812
1595876444.714000 843 -183 -348 373 -214 56 -2.816078e-01 7.679215e-01 3.682752e-01 4.420034e-01 0 0 0 0 0 0 0 0 0 0 0 3.210619
1595876444.813000 880 -173 -432 652 -122 24 -3.008415e-01 7.634869e-01 3.799429e-01 4.268788e-01 82 -924 162 16 17 18 -3 -6.554008e-01 -3.958772e-01 -5.648239e-01 3.077417e-01 3.223968
1595876444.866000 850 -173 -432 652 -122 24 -3.008415e-01 7.634869e-01 3.799429e-01 4.268788e-01 77 -924 162 16 17 18 -3 -6.554008e-01 -3.958772e-01 -5.648239e-01 3.077417e-01 3.231622
1595876444.914000 850 -164 -366 856 -235 7 -3.258628e-01 7.583528e-01 3.989821e-01 3.994093e-01 72 -956 154 31 30 76 -9 -6.527858e-01 -3.964934e-01 -5.680061e-01 3.066476e-01 3.239852
1595876444.966000 810 -164 -366 856 -235 7 -3.258628e-01 7.583528e-01 3.989821e-01 3.994093e-01 70 -956 154 31 30 76 -9 -6.527858e-01 -3.964934e-01 -5.680061e-01 3.066476e-01 3.254397
1595876445.013000 810 -140 -459 483 -303 34 -3.488842e-01 7.518466e-01 4.163905e-01 3.736650e-01 69 -937 151 36 11 64 -15 -6.500221e-01 -3.983750e-01 -5.701884e-01 3.060292e-01 3.266521
1595876445.066000 888 -172 -502 -116 179 -347 -3.472358e-01 7.490991e-01 4.260947e-01 3.697582e-01 0 0 0 0 0 0 0 0 0 0 0 3.278641
1595876445.113000 888 -172 -502 -116 179 -347 -3.472358e-01 7.490991e-01 4.260947e-01 3.697582e-01 73 -992 145 50 -21 72 -46 -6.477005e-01 -3.977023e-01 -5.739095e-01 3.048685e-01 3.307577
